,Symbol,product_name,Marketcap,sector,Industry,asset_class,close_price,risk_score,return_2019,return_2018,return_2017,return_2016,return_2015,return_2014,return_2013,return_2012,return_2011,return_2010
3200,TNXP,Tonix Pharmaceuticals Holding Corp.,13221893.7,Health Care,Major Pharmaceuticals,Micro Cap,1.64,126.51,,,,,,,,,,
3201,TOPS,TOP Ships Inc.,8217973.3948,Transportation,Marine Transportation,Micro Cap,0.67,141.93,-95.12,-67.2,-100.0,-29.69,-69.81,-91.59,91.49,-47.49,-83.58,7.92
3202,TRCH,"Torchlight Energy Resources, Inc.",50146826.855,Energy,Oil & Gas Production,Micro Cap,0.6,94.81,35.71,-58.21,13.56,11.32,27.71,-81.01,116.34,55.38,-54.39,0.0
3203,TRMD,TORM plc,744353790.0,Transportation,Marine Transportation,Small Cap,8.084,70.85,,,,,,,,,,
3204,TOTA,Tottenham Acquisition I Limited,62334250.0,Finance,Business Services,Micro Cap,10.45,2.58,,,,,,,,,,
3208,TBLT,"ToughBuilt Industries, Inc.",9709566.1898,Capital Goods,Industrial Machinery/Components,Micro Cap,0.152,136.34,,,,,,,,,,
3210,TSEM,Tower Semiconductor Ltd.,2692631495.12,Technology,Semiconductors,Mid Cap,23.47,36.61,63.23,-56.75,79.09,35.35,5.48,128.25,-26.54,-15.87,-55.32,45.36
3211,CLUB,"Town Sports International Holdings, Inc.",82070494.92,Consumer Services,Hotels/Resorts,Micro Cap,2.17,85.76,-73.28,15.32,122.0,110.08,-80.0,-58.0,40.11,91.37,81.03,74.25
3212,TOWN,Towne Bank,2035896150.68,,,Mid Cap,27.4,20.02,19.23,-20.4,-5.5,62.88,41.67,1.04,1.92,33.33,-21.07,38.97
3213,TPIC,"TPI Composites, Inc.",723315315.36,Energy,Industrial Machinery/Components,Small Cap,19.56,51.35,,,,,,,,,,
3214,TCON,"TRACON Pharmaceuticals, Inc.",16236000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,3.94,114.01,,,,,,,,,,
3215,TSCO,Tractor Supply Company,10985057910.54,Consumer Services,RETAIL: Building Materials,Large Cap,93.99,22.9,13.53,13.34,0.32,-10.32,9.41,2.54,77.04,26.97,45.69,84.59
3216,TW,Tradeweb Markets Inc.,10176450065.25,Finance,Investment Bankers/Brokers/Service,Large Cap,44.62,,,,,,,,,,,
3217,TWMC,Trans World Entertainment Corp.,4286493.96,Consumer Services,Consumer Electronics/Video Chains,Micro Cap,4.53,169.27,-84.05,-65.57,-43.87,-8.94,8.81,-16.26,27.01,56.96,47.95,13.25
3218,TACT,TransAct Technologies Incorporated,81052190.8,Technology,Computer peripheral equipment,Micro Cap,10.59,36.92,26.42,-30.24,108.44,-19.64,63.93,-54.61,78.83,0.22,-22.93,35.73
3219,TRNS,"Transcat, Inc.",238211574.51,Capital Goods,Electrical Products,Micro Cap,32.11,27.04,67.51,33.47,31.94,8.65,-2.74,27.91,34.74,-48.43,31.43,12.9
3220,TGA,TransGlobe Energy Corporation,100833478.69,Energy,Oil & Gas Production,Micro Cap,1.22,39.76,-22.77,31.19,-14.79,-6.11,-53.72,-47.74,-10.97,18.86,-50.53,379.58
3221,TBIO,"Translate Bio, Inc.",482577418.68,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,7.89,77.68,,,,,,,,,,
3222,TMDX,"TransMedics Group, Inc.",417135817.44,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Small Cap,19.75,,,,,,,,,,,
3223,TA,TravelCenters of America Inc. ,147627836.86,Consumer Durables,Automotive Aftermarket,Micro Cap,17.93,55.66,-8.78,-8.29,-42.25,-24.47,-25.52,29.57,107.23,10.59,12.73,-14.71
3227,TZOO,Travelzoo,127418250.03,Technology,EDP Services,Micro Cap,11.27,61.66,8.85,52.4,-31.38,12.31,-33.68,-40.81,12.27,-22.74,-40.6,236.7
3228,TRMT,Tremont Mortgage Trust,49357941.43,Consumer Services,Real Estate Investment Trusts,Micro Cap,5.76,49.02,,,,,,,,,,
3229,TRVN,"Trevena, Inc.",81204270.603,Health Care,Major Pharmaceuticals,Micro Cap,0.94,101.61,,,,,,,,,,
3230,TRVI,"Trevi Therapeutics, Inc.",95058258.1,Health Care,Major Pharmaceuticals,Micro Cap,4.86,,,,,,,,,,,
3231,TPCO,Tribune Publishing Company,469381579.35,Consumer Services,Newspapers/Magazines,Small Cap,13.01,42.68,,,,,,,,,,
3232,TCDA,"Tricida, Inc.",1736028000.0,Health Care,Major Pharmaceuticals,Small Cap,32.97,64.04,,,,,,,,,,
3233,TCBK,TriCo Bancshares,1196107212.75,Finance,Major Banks,Small Cap,37.42,19.33,23.39,-9.1,12.77,27.23,13.39,-11.32,72.69,20.45,-9.58,-0.64
3234,TDAC,Trident Acquisitions Corp.,276741750.0,Finance,Business Services,Micro Cap,10.52,2.68,,,,,,,,,,
3237,TRIL,Trillium Therapeutics Inc.,74863678.77,Health Care,Major Pharmaceuticals,Micro Cap,4.56,140.57,,,,,,,,,,
3238,TRS,TriMas Corporation,1422292934.37,Capital Goods,Industrial Specialties,Small Cap,29.85,21.76,15.1,2.02,13.83,26.01,-25.2,-21.56,42.41,56.04,-12.27,202.22
3239,TRMB,Trimble Inc.,10996761606.28,Capital Goods,Industrial Machinery/Components,Large Cap,43.05,24.66,26.68,-19.02,34.79,40.56,-19.18,-23.52,16.09,37.74,8.69,58.45
3240,TRIB,Trinity Biotech plc,24955410.48,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Micro Cap,1.17,80.14,-55.02,-55.1,-26.3,-41.16,-32.0,-29.7,76.41,43.57,20.36,118.07
3241,TCOM,Trip.com Group Limited,20364686997.6,Miscellaneous,Business Services,Large Cap,31.45,44.16,23.95,-38.64,10.25,-13.66,103.65,-8.3,118.98,-3.16,-42.15,12.58
3242,TRIP,"TripAdvisor, Inc.",4311393260.94,Technology,"Computer Software: Programming, Data Processing",Mid Cap,28.94,41.05,,,,,,,,,,
3243,TSC,"TriState Capital Holdings, Inc.",739339163.1,Finance,Major Banks,Small Cap,24.56,26.37,,,,,,,,,,
3244,TSCAP,"TriState Capital Holdings, Inc.",787396951.35,Finance,Major Banks,Small Cap,26.607,10.9,,,,,,,,,,
3245,TSCBP,"TriState Capital Holdings, Inc.",74900000.0,Finance,Major Banks,Micro Cap,26.72,,,,,,,,,,,
3246,TBK,"Triumph Bancorp, Inc.",970945490.62,Finance,Major Banks,Small Cap,40.43,28.1,,,,,,,,,,
3247,TRVG,trivago N.V.,110662076.28,Technology,EDP Services,Micro Cap,2.57,50.66,,,,,,,,,,
3248,TROV,"TrovaGene, Inc.",10684449.9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,1.98,115.3,-61.01,-85.75,-85.24,-61.11,25.58,-25.09,-17.17,110.0,5.77,-30.67
3249,TRUE,"TrueCar, Inc.",464759902.88,Technology,"Computer Software: Programming, Data Processing",Small Cap,3.93,67.21,,,,,,,,,,
3250,TRUP,"Trupanion, Inc.",1145925737.85,Health Care,Medical Specialities,Small Cap,32.0,49.66,,,,,,,,,,
3251,TRST,TrustCo Bank Corp NY,815070346.87,Finance,Major Banks,Small Cap,8.13,20.19,30.75,-23.01,8.59,48.11,-11.87,5.11,42.21,-1.16,-6.99,5.28
3252,TRMK,Trustmark Corporation,2214405216.98,Finance,Major Banks,Mid Cap,33.2,20.39,24.73,-8.24,-8.04,60.21,-2.42,-4.97,25.01,-3.87,1.93,14.97
3253,TSRI,"TSR, Inc.",7279250.02,Technology,EDP Services,Micro Cap,3.71,76.94,-22.8,-10.58,1.53,23.13,35.36,2.68,11.26,2.51,-11.89,1.95
3254,TTEC,"TTEC Holdings, Inc.",1958951602.86,Technology,Professional Services,Small Cap,40.31,32.67,40.78,-27.64,33.76,10.78,19.52,-1.09,34.49,9.88,-21.32,2.8
3255,TTMI,"TTM Technologies, Inc.",1622494074.94,Technology,Electrical Products,Small Cap,14.79,40.0,54.68,-37.91,14.97,109.37,-13.55,-12.24,-6.64,-16.15,-26.54,29.4
3256,TC,TuanChe Limited,19362716.25,Miscellaneous,Business Services,Micro Cap,1.51,99.41,,,,,,,,,,
3257,TCX,Tucows Inc.,693947721.2,Technology,EDP Services,Small Cap,61.26,42.32,2.86,-14.26,98.72,67.06,8.71,38.64,143.06,92.0,2.74,7.35
3258,TUES,Tuesday Morning Corp.,73995431.4,Consumer Services,Department/Specialty Retail Stores,Micro Cap,1.38,49.32,8.82,-38.18,-49.07,-16.92,-70.05,35.96,155.36,81.16,-34.66,104.65
3259,TOUR,Tuniu Corporation,85466565.6,Consumer Services,Transportation Services,Micro Cap,2.04,52.35,,,,,,,,,,
3260,TPTX,"Turning Point Therapeutics, Inc.",2149179982.95,Health Care,Major Pharmaceuticals,Mid Cap,58.68,,,,,,,,,,,
3261,HEAR,Turtle Beach Corporation,133268162.22,Capital Goods,Telecommunications Equipment,Micro Cap,7.96,60.74,-33.78,687.53,-65.42,-34.83,-36.99,-76.97,101.02,96.86,79.49,0.0
3262,THCB,Tuscan Holdings Corp.,355934610.0,Finance,Business Services,Small Cap,10.1,,,,,,,,,,,
3265,THCA,Tuscan Holdings Corp. II,217456375.0,Finance,Business Services,Micro Cap,9.93,,,,,,,,,,,
3268,TWIN,"Twin Disc, Incorporated",141072444.48,Technology,Industrial Machinery/Components,Micro Cap,9.95,49.52,-25.29,-44.49,81.99,38.78,-45.3,-22.23,50.74,-51.17,22.75,193.51
3269,TWST,Twist Bioscience Corporation,756349705.14,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,23.0,57.08,,,,,,,,,,
3270,TYME,"Tyme Technologies, Inc.",217190436.65,Health Care,Major Pharmaceuticals,Micro Cap,1.54,83.72,,,,,,,,,,
3271,USCR,"U S Concrete, Inc.",670613326.24,Capital Goods,Building Materials,Small Cap,37.36,43.93,18.08,-57.82,27.71,24.38,85.1,25.72,150.06,212.07,-62.14,0.0
3272,PRTS,"U.S. Auto Parts Network, Inc.",100678068.4,Consumer Services,Other Specialty Stores,Micro Cap,2.71,61.19,141.76,-63.89,-28.41,19.32,26.07,-5.65,35.52,-58.12,-47.98,61.54
3273,USEG,U.S. Energy Corp.,6698893.251,Energy,Oil & Gas Production,Micro Cap,4.89,93.44,-55.22,-55.33,17.19,33.33,-89.19,-60.64,150.67,-48.45,-52.14,2.53
3274,GROW,"U.S. Global Investors, Inc.",20577348.08,Finance,Investment Managers,Micro Cap,1.33,66.85,34.3,-71.27,193.44,18.99,-61.4,24.32,-35.35,-30.54,-23.42,-31.87
3275,USAU,U.S. Gold Corp.,20177830.6576,,,Micro Cap,0.82,52.35,-10.0,-44.79,-81.48,11.11,-61.18,-34.62,31.31,-59.26,-48.41,-57.22
3276,USWS,"U.S. Well Services, Inc.",125106440.25,Energy,Oilfield Services/Equipment,Micro Cap,1.57,82.89,,,,,,,,,,
3278,UFPT,"UFP Technologies, Inc.",350363476.96,Health Care,Medical/Dental Instruments,Small Cap,46.6,27.33,65.15,8.06,9.23,6.84,-3.13,-2.5,40.74,21.33,21.16,87.54
3279,ULTA,"Ulta Beauty, Inc.",15598758618.38,Consumer Services,Other Specialty Stores,Large Cap,273.7,45.85,3.39,9.47,-12.27,37.81,44.71,32.45,-1.77,53.05,90.94,87.22
3280,UCTT,"Ultra Clean Holdings, Inc.",995145375.0,Technology,Semiconductors,Small Cap,23.39,53.37,177.1,-63.32,138.04,89.45,-44.83,-7.48,104.28,-19.64,-34.37,33.19
3281,RARE,Ultragenyx Pharmaceutical Inc.,3463944543.08,Health Care,Major Pharmaceuticals,Mid Cap,56.36,51.09,,,,,,,,,,
3282,ULBI,Ultralife Corporation,115913990.17,Miscellaneous,Industrial Machinery/Components,Micro Cap,6.9,42.72,9.48,3.05,32.32,-23.37,106.39,-11.83,9.57,-19.4,-39.18,53.01
3283,UMBF,UMB Financial Corporation,3330908212.6,Finance,Major Banks,Mid Cap,64.82,22.83,14.71,-13.86,-5.37,68.39,-16.64,-10.12,49.07,19.87,-8.21,7.44
3284,UMPQ,Umpqua Holdings Corporation,4054186482.99,Finance,Savings Institutions,Mid Cap,17.23,23.86,17.04,-20.32,15.87,22.94,-3.04,-8.01,68.67,-2.25,4.06,-7.68
3285,UNAM,Unico American Corporation,37544513.328,Finance,Property-Casualty Insurers,Micro Cap,6.41,45.44,-1.25,-25.38,-20.47,7.61,-12.67,-13.66,4.74,15.71,31.84,-7.83
3286,LATN,Union Acquisition Corp. II,248500000.0,Finance,Business Services,Micro Cap,9.95,,,,,,,,,,,
3287,LATNU,Union Acquisition Corp. II,179725000.0,Finance,Business Services,Micro Cap,10.3,,,,,,,,,,,
3288,LATNW,Union Acquisition Corp. II,10502625.0,Finance,Business Services,Micro Cap,0.3539,,,,,,,,,,,
3289,UNB,"Union Bankshares, Inc.",163030871.04,Finance,Major Banks,Micro Cap,34.6,34.44,-21.52,-7.67,19.6,68.87,23.75,7.76,23.44,8.06,10.28,13.46
3290,QURE,uniQure N.V.,2945653602.78,Health Care,Major Pharmaceuticals,Mid Cap,61.71,65.46,,,,,,,,,,
3291,UAL,"United Airlines Holdings, Inc.",22698015405.0,Transportation,Air Freight/Delivery Services,Large Cap,77.63,22.61,5.21,24.23,-7.52,27.19,-14.34,76.82,61.8,23.9,-20.78,84.51
3292,UBCP,"United Bancorp, Inc.",85516686.85,Finance,Major Banks,Micro Cap,13.94,24.11,31.07,-9.76,2.29,47.17,24.84,4.66,33.59,-22.18,3.65,9.17
3293,UBOH,"United Bancshares, Inc.",74936013.5,Finance,Major Banks,Micro Cap,22.45,38.72,16.26,-7.85,5.94,20.22,29.18,4.01,49.16,43.47,-27.68,8.29
3294,UBSI,"United Bankshares, Inc.",3836868885.12,Finance,Major Banks,Mid Cap,35.68,21.94,28.84,-7.08,-22.13,29.25,2.19,23.82,35.12,-9.6,1.74,53.19
3295,UCBI,"United Community Banks, Inc.",2395521906.57,Finance,Major Banks,Mid Cap,28.45,24.13,47.41,-22.18,-3.67,54.13,4.07,7.68,88.03,35.05,-28.31,-42.48
3296,UCFC,United Community Financial Corp.,555215249.6,Finance,Banks,Small Cap,11.56,18.74,35.81,-0.49,3.73,54.14,11.3,51.08,23.53,127.56,-5.22,-7.59
3297,UFCS,"United Fire Group, Inc",1164475893.52,Finance,Property-Casualty Insurers,Small Cap,45.63,27.25,-18.87,31.06,-4.97,31.28,32.3,6.59,34.51,11.29,-6.7,26.13
3298,UIHC,United Insurance Holdings Corp.,466500125.52,Finance,Property-Casualty Insurers,Small Cap,10.52,30.79,-22.77,-2.5,15.64,-10.19,-21.2,57.45,138.24,38.45,43.56,-17.24
3299,UNFI,"United Natural Foods, Inc.",447328108.92,Consumer Non-Durables,Food Distributors,Small Cap,7.17,73.24,-17.28,-78.51,3.25,21.24,-49.1,2.57,40.68,33.94,9.08,37.17
3300,UBFO,United Security Bancshares,174454025.76,Finance,Major Banks,Micro Cap,10.19,20.45,18.02,-10.12,46.05,46.31,-2.01,15.74,99.99,21.64,-40.58,-11.96
3301,USLM,"United States Lime & Minerals, Inc.",530126315.4,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Small Cap,94.14,24.58,35.03,-7.26,2.64,39.02,-23.88,20.08,29.82,-21.61,42.68,22.01
3302,UTHR,United Therapeutics Corporation,4086670125.5,Health Care,Major Pharmaceuticals,Mid Cap,90.05,29.34,-19.12,-26.39,3.15,-8.42,20.94,14.51,111.68,13.06,-25.26,20.08
3303,UG,"United-Guardian, Inc.",89175731.79,Consumer Non-Durables,Package Goods/Cosmetics,Micro Cap,17.35,27.76,13.2,4.98,25.28,-15.4,1.4,-27.42,48.63,34.56,14.83,27.99
3304,UNIT,Uniti Group Inc.,1442802256.955,Consumer Services,Real Estate Investment Trusts,Small Cap,6.71,70.21,,,,,,,,,,
3305,UNTY,"Unity Bancorp, Inc.",232062223.75,Finance,Major Banks,Micro Cap,21.1,27.09,10.33,6.38,27.43,40.61,34.32,24.63,23.31,-2.5,5.79,50.5
3306,UBX,"Unity Biotechnology, Inc.",339509532.5,Health Care,Major Pharmaceuticals,Small Cap,6.75,60.3,-55.66,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.47
3307,OLED,Universal Display Corporation,10027498872.6,Capital Goods,Electrical Products,Large Cap,190.21,44.13,120.74,-45.69,206.97,3.42,96.18,-19.24,34.11,-30.17,19.71,147.98
3308,UEIC,Universal Electronics Inc.,734433195.05,Consumer Non-Durables,Consumer Electronics/Appliances,Small Cap,53.22,40.39,106.72,-46.5,-26.8,25.71,-21.04,70.64,96.95,14.7,-40.54,22.18
3309,UFPI,"Universal Forest Products, Inc.",2965761334.96,Basic Industries,Forest Products,Mid Cap,49.12,34.3,85.6,-30.2,11.49,50.88,30.14,3.29,38.31,24.53,-19.46,6.89
3310,ULH,"Universal Logistics Holdings, Inc.",525728572.1,Transportation,Trucking Freight/Courier Services,Small Cap,17.65,42.56,8.01,-22.69,47.88,18.8,-50.05,-5.52,68.04,7.03,23.09,-12.04
3311,USAP,"Universal Stainless & Alloy Products, Inc.",123029718.0,Basic Industries,Steel/Iron Ore,Micro Cap,13.52,42.68,-8.08,-24.32,58.55,45.43,-63.06,-30.26,-1.93,-1.58,19.44,65.85
3312,UVSP,Univest Financial Corporation,788009718.76,Finance,Major Banks,Small Cap,25.23,21.07,28.13,-20.77,-6.59,53.51,7.42,1.9,26.24,22.84,-19.48,14.25
3313,UMRX,Unum Therapeutics Inc.,29108437.1622,Health Care,Major Pharmaceuticals,Micro Cap,0.98,92.62,,,,,,,,,,
3314,TTTN,UP Fintech China-U.S. Internet Titans ETF,9594240.0,,,Micro Cap,29.67,21.32,,,,,,,,,,
3315,TIGR,UP Fintech Holding Limited,65754311.7,Finance,Investment Bankers/Brokers/Service,Micro Cap,3.78,,,,,,,,,,,
3316,UPLD,"Upland Software, Inc.",1027368652.31,Technology,Computer Software: Prepackaged Software,Small Cap,38.77,44.28,,,,,,,,,,
3317,UPWK,Upwork Inc.,1125809110.35,Technology,EDP Services,Small Cap,9.26,45.23,,,,,,,,,,
3318,UONE,"Urban One, Inc. ",93892417.5566,Consumer Services,Broadcasting,Micro Cap,2.09,82.95,-3.35,12.97,-37.29,78.79,0.61,-56.84,427.78,-24.21,-17.39,-62.05
3319,UONEK,"Urban One, Inc. ",88360671.36,Consumer Services,Broadcasting,Micro Cap,1.9,45.13,18.01,-8.0,-39.66,68.6,2.99,-55.94,398.68,-24.0,-10.71,-61.51
3320,URBN,"Urban Outfitters, Inc.",2638475986.99,Consumer Services,Clothing/Shoe/Accessory Stores,Mid Cap,26.05,41.75,-16.36,-5.31,23.1,25.19,-35.24,-5.31,-5.74,42.82,-23.04,2.34
3321,MYT,"Urban Tea, Inc.",14831147.881,Basic Industries,Major Chemicals,Micro Cap,0.529,138.07,,,,,,,,,,
3322,URGN,UroGen Pharma Ltd.,710158783.0,Health Care,Major Pharmaceuticals,Small Cap,28.09,49.53,,,,,,,,,,
3323,UROV,Urovant Sciences Ltd.,413541772.4,Health Care,Major Pharmaceuticals,Small Cap,12.25,71.27,,,,,,,,,,
3324,ECOL,"US Ecology, Inc.",1224145414.8,Public Utilities,Environmental Services,Small Cap,54.73,26.28,-6.98,24.97,5.25,37.29,-7.73,10.51,60.59,31.1,12.68,6.73
3326,USAK,"USA Truck, Inc.",67124851.74,Transportation,Trucking Freight/Courier Services,Micro Cap,7.19,45.65,-50.23,-17.43,108.15,-50.09,-38.56,112.26,287.83,-55.37,-41.57,5.67
3327,USIO,"Usio, Inc.",28542149.2346,Finance,Investment Bankers/Brokers/Service,Micro Cap,1.78,80.93,-6.02,-34.39,36.76,-7.04,-26.3,125.0,-38.46,30.0,400.0,0.0
3328,UTMD,"Utah Medical Products, Inc.",391611195.0,Health Care,Medical/Dental Instruments,Small Cap,103.66,32.84,31.46,3.24,13.59,26.32,-0.28,7.04,61.81,37.48,4.09,-2.74
3329,UTSI,UTStarcom Holdings Corp,101506554.75,Capital Goods,Telecommunications Equipment,Micro Cap,2.84,22.58,8.46,-51.69,181.5,-19.35,-12.37,2.17,-10.36,-25.36,-33.01,-5.94
3330,UXIN,Uxin Limited,458445174.8,Miscellaneous,Business Services,Small Cap,2.29,98.83,,,,,,,,,,
3331,VCNX,"Vaccinex, Inc.",75633959.4504,Health Care,Major Pharmaceuticals,Micro Cap,7.03,94.62,,,,,,,,,,
3332,VLRX,"Valeritas Holdings, Inc.",6621878.5844,Health Care,Medical/Dental Instruments,Micro Cap,0.649,134.71,,,,,,,,,,
3333,VALX,Validea Market Legends ETF,22185012.2687,,,Micro Cap,26.21,19.5,,,,,,,,,,
3334,VLY,Valley National Bancorp,4630367538.18,Finance,Major Banks,Mid Cap,11.12,23.5,34.31,-17.82,0.09,23.56,6.11,0.28,15.6,-15.99,-3.83,12.04
3335,VLYPO,Valley National Bancorp,107120000.0,Finance,Major Banks,Micro Cap,26.35,10.33,,,,,,,,,,
3336,VLYPP,Valley National Bancorp,132020000.0,Finance,Major Banks,Micro Cap,28.39,17.16,,,,,,,,,,
3337,VALU,"Value Line, Inc.",309590074.17,Finance,Investment Managers,Small Cap,34.03,56.0,15.09,40.56,3.28,42.91,-9.35,45.96,37.92,-8.07,-24.46,-26.31
3338,VNDA,Vanda Pharmaceuticals Inc.,805923354.35,Health Care,Major Pharmaceuticals,Small Cap,13.8,52.55,-37.2,71.91,-4.7,71.32,-34.99,15.39,235.41,-22.27,-49.68,-15.91
3339,BBH,VanEck Vectors Biotech ETF,364497091.14,,,Small Cap,134.56,17.61,26.34,-10.7,16.46,-15.01,10.33,30.34,65.46,47.36,21.61,2.15
3340,ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,1805076000.0,,,Small Cap,29.76,4.85,,,,,,,,,,
3341,BJK,VanEck Vectors Gaming ETF,26226000.0,,,Micro Cap,39.88,17.29,30.15,-26.78,41.11,9.99,-13.98,-24.39,52.15,22.49,-2.37,37.9
3342,PPH,VanEck Vectors Pharmaceutical ETF,185885160.46,,,Micro Cap,64.83,14.09,19.39,-5.89,15.23,-17.78,3.53,23.19,36.68,13.06,16.81,1.86
3343,RTH,VanEck Vectors Retail ETF,99828832.3836,,,Micro Cap,119.37,12.7,29.06,3.87,22.45,-0.72,10.95,18.24,40.23,19.97,4.97,14.3
3344,SMH,VanEck Vectors Semiconductor ETF,1799596058.22,,,Small Cap,141.7,23.96,64.45,-9.05,38.48,35.54,-0.34,30.22,33.33,8.55,0.57,18.69
3345,ESPO,VanEck Vectors Video Gaming and eSports ETF,72225000.0,,,Micro Cap,38.98,17.87,,,,,,,,,,
3346,VWOB,Vanguard Emerging Markets Government Bond ETF,1715884323.21,,,Small Cap,81.59,4.52,,,,,,,,,,
3347,VNQI,Vanguard Global ex-U.S. Real Estate ETF,5881145308.92,,,Mid Cap,57.9,9.17,21.6,-9.44,26.91,1.99,-1.83,2.24,2.33,43.12,-16.93,0.0
3348,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,27115883133.84,,,Large Cap,92.74,3.54,14.1,-1.74,5.31,5.26,0.64,7.66,-1.9,10.53,8.97,9.97
3349,VGIT,Vanguard Intermediate-Term Treasury ETF,4496300876.7,,,Mid Cap,66.96,3.58,6.19,1.35,1.7,0.84,1.48,4.57,-2.69,2.19,9.62,7.53
3350,VIGI,Vanguard International Dividend Appreciation ETF,1614509480.9896,,,Small Cap,71.39,10.52,,,,,,,,,,
3351,VYMI,Vanguard International High Dividend Yield ETF,1455756308.1,,,Small Cap,61.92,11.16,,,,,,,,,,
3352,VCLT,Vanguard Long-Term Corporate Bond ETF,4298742573.6,,,Mid Cap,104.54,7.62,23.89,-7.04,11.7,10.77,-4.77,16.4,-5.18,10.82,17.47,10.62
3353,VGLT,Vanguard Long-Treasury ETF,1579928581.0,,,Small Cap,88.37,11.71,14.3,-1.53,8.64,1.21,-1.26,25.19,-12.45,3.3,29.18,0.0
3354,VMBS,Vanguard Mortgage-Backed Securities ETF,11236378689.72,,,Large Cap,53.47,1.92,6.19,0.91,2.47,1.26,1.57,5.89,-1.28,2.26,5.98,5.45
3355,VONE,Vanguard Russell 1000 ETF,1358742000.0,,,Small Cap,148.61,11.65,31.12,-4.84,21.55,11.78,0.67,12.69,33.02,16.23,1.42,0.0
3356,VONG,Vanguard Russell 1000 Growth ETF,3546592474.04,,,Mid Cap,185.08,13.36,36.06,-1.53,30.05,7.03,5.57,12.43,33.23,15.19,2.3,0.0
3357,VONV,Vanguard Russell 1000 Value ETF,2302993500.0,,,Mid Cap,118.48,10.94,26.48,-8.45,13.59,17.08,-3.81,12.43,32.7,16.72,0.37,0.0
3358,VTWO,Vanguard Russell 2000 ETF,1611081250.0,,,Small Cap,131.27,15.29,25.81,-11.15,14.69,21.36,-4.44,5.02,38.76,16.27,-4.39,0.0
3359,VTWG,Vanguard Russell 2000 Growth ETF,354838000.0,,,Small Cap,156.66,15.92,28.75,-9.45,22.27,10.45,-1.15,6.19,43.37,14.35,-3.3,0.0
3360,VTWV,Vanguard Russell 2000 Value ETF,295102500.0,,,Micro Cap,108.41,15.06,22.45,-13.33,8.06,31.58,-7.54,4.19,34.91,16.21,-4.91,0.0
3361,VTHR,Vanguard Russell 3000 ETF,502127202.5,,,Small Cap,147.23,11.8,30.82,-5.65,21.05,12.45,0.18,12.28,33.77,15.66,1.13,0.0
3362,VCSH,Vanguard Short-Term Corporate Bond ETF,24343510310.0,,,Large Cap,81.52,1.58,7.02,0.92,2.17,2.6,1.09,1.83,1.38,5.57,3.05,5.26
3363,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,7352762505.06,,,Mid Cap,49.3,1.61,,,,,,,,,,
3364,VGSH,Vanguard Short-Term Treasury ETF,6057926619.36,,,Mid Cap,61.03,1.19,3.52,1.55,0.04,1.1,0.45,0.46,0.32,0.38,1.47,2.29
3365,BND,Vanguard Total Bond Market ETF,49717831568.3,,,Large Cap,85.19,3.35,8.83,0.12,4.0,2.52,0.56,5.82,-2.11,2.94,7.93,6.2
3366,VTC,Vanguard Total Corporate Bond ETF,345841037.5,,,Small Cap,90.13,4.23,,,,,,,,,,
3367,BNDX,Vanguard Total International Bond ETF,25051324305.67,,,Large Cap,57.5,2.81,,,,,,,,,,
3368,VXUS,Vanguard Total International Stock ETF,19550687644.8,,,Large Cap,54.46,11.11,,,,,,,,,,
3369,BNDW,Vanguard Total World Bond ETF,274577125.0,,,Micro Cap,79.9,2.83,,,,,,,,,,
3370,VREX,Varex Imaging Corporation,1205643010.68,Capital Goods,Industrial Machinery/Components,Small Cap,30.2,37.51,,,,,,,,,,
3371,VRNS,"Varonis Systems, Inc.",2599102672.32,Technology,Computer Software: Prepackaged Software,Mid Cap,83.28,34.6,,,,,,,,,,
